StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1001,17,1,0,2,19.833722807854713,7,1,2,0,0,1,0,2.929195591667681,2
1002,18,0,0,1,15.40875605584674,0,0,1,0,0,0,0,3.042914833436377,1
1003,15,0,2,3,4.210569769,26,0,2,0,0,0,0,0.1126022544661815,4
1004,17,1,0,3,10.028829473958215,14,0,3,1,0,0,0,2.0542181397029484,3
1005,17,1,0,2,4.6724952729713305,17,1,3,0,0,0,0,1.2880611817953875,4
1006,18,0,0,1,8.191218545250186,0,0,1,1,0,0,0,3.0841836144863937,1
1007,15,0,1,1,15.601680474699295,10,0,3,0,1,0,0,2.748237414891583,2
1008,15,1,1,4,15.424496305808074,22,1,1,1,0,0,0,1.360142712316461,4
1009,17,0,0,0,4.562007558047703,1,0,2,0,1,0,1,2.896819189513569,2
1010,16,1,0,1,18.444466363097202,0,0,3,1,0,0,0,3.5734742103297656,0
1011,17,0,0,1,11.851363655296536,11,0,1,0,0,0,0,2.1471716250185144,3
1012,17,0,0,1,7.598485819,15,0,2,0,0,0,1,1.5595945190402773,4
1013,17,0,1,1,10.038711615617213,21,0,3,1,0,0,0,1.520077814874808,4
1014,17,0,1,2,12.101425068754875,21,0,4,0,1,0,0,1.7515809583340785,4
1015,18,1,0,1,11.197810636915708,9,1,2,0,0,0,0,2.396788117124796,3
1016,15,0,0,2,9.728100710723563,17,1,0,0,1,0,0,1.3415207165346672,4
1017,18,0,3,1,10.098656081788002,14,0,2,1,1,0,0,2.2321752777159762,3
1018,18,1,0,0,3.5282382085577235,16,1,2,0,0,0,0,1.3844041756940335,4
1019,18,0,1,3,16.25465808609359,29,0,2,1,0,0,1,0.4695533233798704,4
1020,17,0,0,1,10.835206398820308,9,0,2,0,0,1,0,2.3957840945306996,3
1021,16,1,0,3,2.621597234094062,2,0,3,0,0,0,1,2.778411299920653,2
1022,15,0,0,2,15.323142031655559,25,0,1,1,0,0,0,0.34689403670501484,4
1023,16,1,1,0,18.648879567547016,29,1,1,0,0,0,0,0.3125462305253549,4
1024,18,1,3,4,18.94613798473924,20,0,2,1,0,0,0,1.7701318767799732,4
1025,18,1,0,1,7.380354648223455,15,0,2,0,0,0,0,1.5051556220362858,4
1026,16,1,0,3,2.7103374712150807,5,0,4,0,0,1,0,2.977851918315743,2
1027,16,0,0,1,10.367992532661303,2,0,2,0,1,0,0,2.948717671911921,2
1028,16,1,0,3,2.2521845869844137,8,0,3,0,0,1,0,2.1452047204671914,3
1029,18,0,0,0,18.679748370252344,10,0,3,1,0,0,0,2.854803928981318,2
1030,18,0,0,2,3.671592547,20,0,3,1,0,0,0,1.519441725815139,4
1031,15,0,2,2,5.055317199023282,12,1,0,0,1,0,0,1.727120309522409,4
1032,15,0,0,3,8.132730537699409,17,0,4,0,0,0,1,1.8475354711387906,4
1033,18,0,0,3,7.663289371182516,25,0,1,0,1,0,0,0.38461697285648777,4
1034,16,0,3,3,15.89325784795778,21,0,0,1,1,0,0,0.949406098,4
1035,16,0,0,3,9.126336411019247,27,1,2,1,1,0,0,1.1409594184203395,4
1036,15,0,3,1,3.415365200066738,23,0,1,0,0,0,0,0.2614722600507521,4
1037,18,0,0,1,5.344197909721482,26,1,1,0,0,0,0,0.21828485682103177,4
1038,15,0,2,1,10.18226770375044,21,1,1,0,1,0,0,1.0677635510419796,4
1039,15,1,1,1,2.949078348522698,3,1,1,1,1,0,0,3.0189058584279675,1
1040,17,1,2,1,12.233113512920282,21,1,3,1,1,0,0,1.5268678317927231,4
1041,17,1,3,2,11.314946131022918,23,1,1,0,0,0,0,1.0582873996898603,4
1042,17,0,0,1,14.294046327645153,7,0,2,0,0,0,0,2.625128097732231,2
1043,16,1,3,2,18.754092307587353,12,1,4,0,0,0,0,2.8087548220286536,2
1044,18,1,0,1,18.245091222023113,9,0,2,0,1,0,0,2.8888916692724433,2
1045,18,1,0,1,18.921512361376628,1,1,3,1,1,0,0,4,0
1046,18,0,0,2,4.894311940474019,7,0,4,0,0,1,0,2.515300272256249,2
1047,18,0,1,2,2.6313061327870924,5,0,1,1,0,0,0,2.5637654300150947,2
1048,17,0,0,2,6.04553401,15,0,2,0,0,0,0,1.7036118032323682,4
1049,16,0,1,2,17.90170345532629,17,0,3,0,0,1,0,2.0998851567205854,3
1050,16,1,1,1,19.441069492469765,16,0,4,1,0,0,0,2.4610469629080955,3
1051,17,1,2,2,17.18649902140952,5,0,3,0,0,0,0,2.935477191694632,2
1052,16,1,2,0,2.200354422550872,12,1,1,1,0,1,0,1.9863780592187463,4
1053,17,1,0,1,18.948559961195862,22,0,4,0,0,1,0,1.5715441913992825,4
1054,18,0,0,2,8.467160547,13,0,1,0,1,0,0,1.6643106896610833,4
1055,17,0,0,0,0.18620581524707358,29,1,2,1,1,0,0,0.7562591665741925,4
1056,18,0,0,1,8.847874814963872,25,0,2,0,1,0,0,0.8027695392342074,4
1057,18,1,0,4,0.9213833935093518,20,0,2,0,1,1,0,1.3423871779577345,4
1058,15,0,0,4,10.87755842322235,29,0,3,1,0,0,0,0.2865712882866222,4
1059,17,0,0,1,6.771080548741026,9,1,3,0,1,0,0,2.613838694,2
1060,15,1,3,0,9.468698671880976,23,0,3,0,1,0,0,0.9290125546259369,4
1061,17,1,1,1,12.26340721486234,10,0,0,1,0,1,0,1.8927586959265916,4
1062,17,0,0,1,17.376021916356407,12,0,2,0,0,1,0,2.331261549308754,3
1063,15,0,1,3,13.238031529438572,11,0,3,0,1,0,0,2.234238472600233,3
1064,15,0,0,1,8.680977369563614,8,0,2,0,1,0,0,2.3858282190764624,3
1065,17,0,0,2,16.388557073407302,3,1,4,0,0,0,0,3.3473567435078095,1
1066,16,0,1,1,18.111642751462643,6,1,3,1,0,0,0,3.2618553073332905,1
1067,18,0,0,4,2.3951993286439444,23,0,3,0,1,0,0,1.0396238791477144,4
1068,15,1,0,1,10.638659551055829,28,0,0,0,1,0,0,0.027818624732467906,4
1069,18,1,3,2,5.690239194848883,21,1,3,0,0,1,0,1.3299645378768772,4
1070,16,1,2,1,0.941223958,1,0,4,0,0,1,0,3.2839165218973836,1
1071,16,0,1,2,13.370933902279706,6,0,2,1,0,0,0,2.937454182316864,2
1072,16,1,1,1,17.255415549184512,28,0,3,0,0,1,1,0.7388682028052602,4
1073,15,0,1,1,3.258053089547881,8,0,2,1,1,0,0,2.556801662833417,2
1074,16,0,0,3,16.24827315247801,4,1,2,0,0,0,0,3.300928568970799,1
1075,15,1,0,3,17.067914670738833,14,0,3,1,0,1,0,2.200682946560561,3
1076,16,0,0,3,18.28680885332967,17,0,3,0,1,0,0,1.8558655731681934,4
1077,18,0,0,2,5.305701781721048,3,0,3,0,0,0,0,2.7344014944199917,2
1078,18,1,1,3,18.079061303797786,18,1,1,1,1,0,0,2.1317372971872284,3
1079,17,1,0,0,6.413255094728645,19,0,1,0,0,0,0,0.9797699107752862,4
1080,18,1,3,1,11.046760269110056,25,0,3,0,1,0,0,0.994325024,4
1081,17,0,3,1,1.0101494166456426,6,0,1,0,1,0,0,2.0746999767813343,3
1082,18,1,2,2,0.8776217673748721,25,0,2,0,0,0,0,0.500508036,4
1083,15,1,1,1,14.407464254644058,7,0,0,1,1,0,0,2.532438417587673,2
1084,18,0,2,1,8.88959956,16,0,1,0,1,0,0,1.4633780357856976,4
1085,17,1,0,2,5.125847507384352,12,0,3,1,1,0,0,2.342836773191855,3
1086,17,1,2,3,3.808269920498204,23,0,3,0,0,0,0,1.1588463344506035,4
1087,16,1,0,1,13.399069817184362,20,1,1,1,0,1,1,1.5237487447337323,4
1088,15,0,2,1,0.008030881,27,0,1,0,0,1,0,0,4
1089,18,0,0,1,16.117823383937086,22,0,0,1,0,1,0,1.0586220144439875,4
1090,16,0,2,1,1.5849921225985764,10,0,2,0,0,1,1,2.2297401841747666,3
1091,18,0,3,1,3.829792298162389,26,0,1,0,0,0,1,0.19474328074551517,4
1092,18,1,0,2,7.724727905981792,0,0,2,1,1,0,0,3.5069200713692137,0
1093,16,0,0,2,9.697174794322072,1,1,3,0,0,0,0,3.552286943350944,0
1094,16,0,3,2,7.099902316278836,16,1,3,0,1,0,0,2.238491354,3
1095,16,1,0,1,6.414243299685878,4,0,1,1,1,0,0,2.7084723438568763,2
1096,16,1,2,3,19.278320241463767,29,0,3,0,0,0,1,0.7329082339013866,4
1097,16,1,1,1,12.831593624867885,29,0,4,0,0,1,0,0.9654824453045303,4
1098,18,0,0,2,0.46865910734776417,5,0,2,0,1,0,0,2.5552328599380942,2
1099,16,0,0,3,8.603518168886264,25,0,2,1,0,1,1,0.7443222999212357,4
1100,15,0,0,1,17.500173994879404,24,0,2,0,0,0,0,0.7220565813951911,4
1101,17,1,2,1,6.029123728213359,23,1,1,1,1,0,1,1.2712295298373406,4
1102,16,1,0,3,1.8911268954877647,6,0,3,1,0,1,1,2.526142141,2
1103,16,0,1,1,15.167695431798355,27,0,3,1,1,0,0,0.9424153953595232,4
1104,18,1,0,2,12.120276638721625,20,1,2,0,1,0,0,1.515639098395023,4
1105,16,1,1,0,11.406250156530078,29,0,3,1,0,0,0,0.6482739267081915,4
1106,16,1,2,2,1.0715311921481585,14,0,3,0,1,1,1,2.0488500821388604,3
1107,16,0,3,1,2.8099801959103465,18,0,0,1,0,0,1,0.8422959992571388,4
1108,18,1,0,0,12.450987924262275,15,0,1,0,1,0,0,1.4641879236906472,4
1109,16,1,2,2,4.156476829176716,24,1,3,1,1,0,0,1.487946865169799,4
1110,17,0,2,1,10.081401594968487,12,1,4,0,0,0,0,2.587565796370635,2
1111,18,0,1,1,10.89763372058787,4,1,3,0,0,0,0,3.2208069781948727,1
1112,17,1,3,0,5.670143805418788,2,1,4,0,0,1,0,3.5451594318003106,0
1113,18,1,0,1,18.968503110829857,2,0,2,0,0,0,0,3.0895989530746473,1
1114,16,0,0,1,16.84928214,18,1,1,0,1,1,0,1.9199564399182076,4
1115,17,0,2,0,14.44747015265597,13,1,2,0,0,0,0,2.1985931845869615,3
1116,18,1,0,3,1.5598773281881817,15,0,0,0,0,0,1,0.8782126167627767,4
1117,15,1,2,0,2.122600386180389,21,0,3,1,0,1,0,1.340368647512407,4
1118,16,1,2,2,9.855626917299114,16,0,4,0,0,0,0,1.8195113357139092,4
1119,18,1,0,1,3.2142669838197135,26,0,3,0,1,0,0,0.6193509314675341,4
1120,15,0,2,1,19.56530927058948,3,0,2,1,0,1,1,3.619460869693516,0
1121,18,1,0,3,3.170404680548189,12,1,1,1,1,0,0,2.1749027962098797,3
1122,15,1,1,1,9.749356709,7,1,1,0,1,1,0,2.9744060149110436,2
1123,16,0,1,4,7.282421136830108,18,0,2,0,0,0,0,0.9807358437488027,4
1124,17,1,3,1,12.787728429081959,4,0,3,0,0,0,0,3.101673809015105,1
1125,15,0,0,2,2.5807281777884983,1,1,2,1,0,1,0,3.4982573417733205,1
1126,18,1,0,2,8.606328560847817,14,0,4,1,0,0,0,2.590553445052984,2
1127,16,1,1,3,5.494100656142873,1,0,3,1,0,0,0,3.5350037581843186,0
1128,15,0,2,2,17.75503049343376,10,1,1,0,1,0,0,2.8199217452931866,2
1129,18,0,1,2,0.8117142426939017,12,1,1,1,1,0,0,2.0165967745176614,3
1130,18,1,0,1,18.274549880129186,22,1,3,0,0,0,0,1.3711850388917164,4
1131,18,1,0,1,16.65988277106001,9,0,1,0,0,0,0,2.1047955879699045,3
1132,15,1,0,3,5.951414328816309,2,0,3,0,0,0,0,3.030439088696523,1
1133,15,0,2,1,15.785813093542094,4,1,2,0,1,0,0,3.5824218723119596,0
1134,15,1,0,1,0.6242712067749512,2,0,1,1,0,0,0,2.4265467060392454,3
1135,17,0,0,2,19.33731100586787,5,1,2,1,0,0,0,3.161436270258364,1
1136,15,0,3,1,10.531898851795788,12,0,2,1,0,0,0,2.122638529628868,3
1137,15,1,0,4,6.065620521308905,9,0,3,0,1,0,0,2.204860580997317,3
1138,15,0,3,2,7.2516642518935415,18,0,0,1,0,1,1,1.1829875004980481,4
1139,17,1,1,2,1.3281070692099473,7,0,3,1,0,0,0,2.7387957163435996,2
1140,15,1,2,3,19.786990280840783,17,1,3,0,0,0,0,2.2379013009826028,3
1141,18,1,0,0,0.7858389030138491,2,0,3,1,0,0,0,3.1394815463803876,1
1142,15,1,0,1,13.098142462957181,23,1,0,1,1,0,0,1.0460447710800969,4
1143,18,1,2,2,8.854718554129166,23,1,3,0,0,0,0,0.8164582452137992,4
1144,18,0,2,1,18.978324363774302,16,0,2,1,0,1,0,2.0335446205211802,3
1145,18,0,2,2,4.919994806135904,7,1,2,1,1,0,0,2.4320785227822372,3
1146,17,1,0,3,10.641736478760226,9,0,3,1,0,0,0,2.6597713195279016,2
1147,17,1,2,2,9.647124172,1,1,2,1,0,0,1,3.5888879397650117,0
1148,17,0,2,1,14.057328881002027,11,0,3,0,1,0,0,2.3145876278110027,3
1149,15,0,1,4,1.3602046390484102,22,0,1,1,1,0,1,1.00722582,4
1150,18,0,2,2,3.875782600467097,5,0,3,1,0,0,0,2.8816123214605245,2
1151,17,0,2,2,4.291296401856997,1,0,1,0,1,1,0,2.8045049289116846,2
1152,17,1,1,1,14.763015096833794,20,1,3,0,1,0,0,1.7629211240998668,4
1153,15,1,0,3,3.7827739265348015,22,0,4,1,0,0,1,1.119911263,4
1154,17,0,0,2,11.469835277819534,23,0,2,0,0,0,0,1.0306575057198797,4
1155,15,1,0,2,4.304876410019074,2,0,2,1,0,0,0,3.0756193536614336,1
1156,16,0,0,3,17.232499001679567,16,1,3,1,1,0,0,2.631434065124418,2
1157,17,1,0,1,18.84370908979277,28,0,0,0,1,1,1,0.5030669073279145,4
1158,16,0,0,2,10.369859498844809,6,0,2,0,0,0,0,2.784237837142815,2
1159,15,1,0,3,7.046177684183565,28,0,2,0,0,0,0,0.24762676508656342,4
1160,18,0,0,1,4.681155500349982,20,0,3,0,0,0,1,1.1895487696187859,4
1161,17,0,2,2,0.9956200304608753,4,1,3,1,0,0,1,3.3759940088028393,1
1162,15,1,3,3,5.370001523949908,22,1,3,0,0,0,0,1.293573556445951,4
1163,18,0,0,2,13.084715598906358,0,1,3,0,0,1,1,3.7185869042869646,0
1164,18,1,3,2,10.672338626184217,7,0,3,1,0,0,0,2.670559614819829,2
1165,16,1,1,3,18.880825565618547,11,1,2,1,0,0,0,2.369648013449619,3
1166,15,0,0,3,7.925545249834012,13,0,2,0,1,0,0,1.6244868202221543,4
1167,18,1,0,1,13.87726684656789,15,1,2,1,1,0,0,2.5374768278143587,2
1168,17,1,1,0,9.786454949502428,9,0,4,0,1,0,0,2.298417928509479,3
1169,17,1,2,2,10.251524318484233,14,0,3,1,0,0,0,2.2598041504961186,3
1170,16,1,2,2,5.355486292,20,0,2,0,1,0,0,1.3213433008698847,4
1171,18,1,0,2,9.099015536839994,23,0,3,0,1,0,0,0.9499742281238568,4
1172,15,0,0,2,9.415699940254145,25,0,2,1,0,0,1,0.818786616,4
1173,17,1,0,1,14.132850434978678,14,1,3,0,0,0,0,2.3392245127535936,3
1174,18,1,0,2,18.81279998372228,9,0,2,0,1,0,0,2.6827762879633723,2
1175,18,1,0,1,6.586425549650086,20,1,1,1,0,0,0,1.543837471085622,4
1176,16,1,0,2,0.8440093716259689,27,0,3,1,0,0,0,0.19690110482362244,4
1177,17,1,2,2,9.925902510012794,6,0,3,0,0,0,0,2.748610257448085,2
1178,17,0,3,1,10.889226642983372,25,1,2,1,0,1,0,1.1048937876999443,4
1179,15,1,0,1,3.368811022638305,2,0,2,1,0,0,0,2.553439811443938,2
1180,17,0,3,2,15.209292125521333,1,0,3,1,0,0,1,3.2742334588098787,1
1181,15,0,0,2,19.698582168829834,5,1,3,0,0,0,0,3.1860603780389143,1
1182,17,0,0,1,18.915494340169218,20,0,3,1,0,0,0,1.722115750240589,4
1183,16,0,0,4,3.9421207764730437,8,0,2,1,1,0,0,2.3380463575903736,3
1184,17,1,1,2,17.507264798015214,9,1,4,1,1,0,0,3.273998748434336,1
1185,15,0,3,4,14.089872728233694,3,0,3,0,0,0,0,2.993502391205279,2
1186,15,0,1,2,9.076931276138232,26,1,3,1,0,0,0,0.8963978990233954,4
1187,16,1,0,2,10.812219886494582,2,0,3,0,0,0,0,2.9610552588035977,2
1188,17,1,1,3,16.99200349964916,8,0,1,1,0,0,0,2.6743510954520984,2
1189,17,1,0,2,9.602698792767463,23,0,0,1,1,0,0,1.2178731513333656,4
1190,16,0,2,2,7.464147382102537,21,1,3,0,0,0,0,1.36559111,4
1191,17,1,1,1,9.864949860519715,16,0,2,0,0,0,1,1.5222748446854282,4
1192,17,1,0,2,11.582596080700982,13,1,3,0,0,0,0,2.2314023973705024,3
1193,15,0,1,1,3.781553075566977,9,0,2,1,0,0,0,2.135266354890094,3
1194,17,1,1,1,18.018154605339813,12,0,2,0,0,0,0,2.255698914963147,3
1195,17,1,0,0,13.483738976592276,11,1,1,1,0,1,0,2.751145787611705,2
1196,16,1,1,0,12.665378346749778,26,0,3,1,1,0,0,0.8976341586164038,4
1197,16,1,0,4,1.9899245236127627,0,0,1,1,0,0,1,3.117354434785501,1
1198,18,0,2,1,12.083478763451836,27,0,3,1,0,1,0,1.2875951312580094,4
1199,15,1,2,2,2.4192132447698467,21,0,2,0,0,0,0,0.5710530980330257,4
1200,17,1,2,3,1.573953503907981,28,0,3,1,0,0,0,0.5813557994949716,4
1201,17,0,1,2,10.546217912847865,18,0,1,0,0,1,0,1.6434624040739563,4
1202,18,1,1,1,8.055710680929899,18,0,1,0,0,0,0,1.2348440407820207,4
1203,17,0,0,2,11.776205403124465,5,0,3,0,1,0,1,2.968093619579765,2
1204,15,1,2,2,1.7844433611447719,12,0,2,1,0,0,0,2.009298479722319,3
1205,18,0,0,2,8.619661256945168,18,0,1,1,0,0,0,1.146086034129592,4
1206,15,0,0,2,3.4957343009031594,12,1,4,0,0,0,0,2.1923631978552875,3
1207,18,0,0,4,19.74200171848233,26,1,1,1,0,0,0,0.945730873,4
1208,18,0,0,2,11.223004248703488,25,0,2,1,0,0,0,0.5672500284902902,4
1209,16,1,1,1,13.748737218817347,21,0,1,0,0,0,0,0.9707643470928291,4
1210,15,0,0,2,6.508365613652156,20,1,2,1,0,1,1,1.6560601255004677,4
1211,17,1,2,0,1.894778295586883,3,0,2,0,0,1,0,2.8393132491560324,2
1212,17,0,0,3,19.517417255670733,23,0,1,0,0,1,1,0.18981806,4
1213,15,0,0,1,5.7251807076636645,1,0,3,1,0,0,0,3.258294685,1
1214,17,0,1,1,8.476163703471485,14,1,2,0,0,0,0,1.9200558526588953,4
1215,17,1,0,3,12.99727843,11,0,3,0,0,0,0,2.0217714943693785,3
1216,15,0,0,2,0.4939459537222257,29,1,1,1,0,0,0,0.1259330746249498,4
1217,18,1,2,1,16.205182610345737,26,1,2,1,0,0,0,1.2870134123902284,4
1218,15,1,0,2,10.731563800572406,6,0,0,1,0,1,0,2.5914267032293132,2
1219,18,1,2,3,5.564343741376443,19,1,3,0,0,0,0,1.4633796485355999,4
1220,17,1,0,1,1.232159705849385,17,0,3,0,0,0,0,1.465549386433812,4
1221,17,1,0,3,3.2499683094888288,22,0,3,1,1,0,1,1.710466837709535,4
1222,17,1,2,0,17.900677177068737,12,0,2,0,1,0,1,2.288505685252231,3
1223,16,1,0,2,13.72048447871782,16,0,3,0,0,1,0,1.9609688486532324,4
1224,18,1,0,3,4.998034432737796,3,0,3,0,0,0,0,2.6216233262773407,2
1225,16,1,0,1,1.3120152989005907,24,0,0,1,0,0,0,0.7683163859836675,4
1226,16,0,0,2,13.812306247732726,13,0,1,0,0,1,0,1.8064063454058108,4
1227,15,0,2,1,11.448154519355302,19,0,2,0,0,0,0,0.881866353,4
1228,16,0,0,2,8.090390489164701,27,0,3,0,1,0,0,0.8170682206563473,4
1229,15,0,2,2,7.272228983801277,12,1,0,0,0,0,0,1.4461325277019692,4
1230,15,0,2,2,4.336285518582166,2,0,3,0,1,0,0,3.3390943622003117,1
1231,16,1,0,1,13.392225130750353,25,0,2,0,0,0,0,0.8196254779474454,4
1232,18,1,3,1,19.41336055587741,25,0,2,0,0,0,0,0.6768179731112823,4
1233,18,1,0,0,3.514304916736517,17,0,1,0,1,0,1,1.3895448744649723,4
1234,18,1,3,1,11.942332400310068,13,0,2,0,1,0,1,1.9915084140251775,4
1235,18,1,0,2,8.483701114919524,14,0,0,0,1,0,0,1.6398675504146125,4
1236,18,1,1,3,8.933774434893298,2,0,0,0,1,0,0,2.5117430206054214,2
1237,16,1,0,2,5.082945602556288,0,0,3,0,0,1,0,2.9839199495864985,2
1238,16,0,0,2,16.50269751322838,25,1,2,0,0,1,0,1.258654854,4
1239,17,0,1,4,9.705112082944822,23,1,2,0,0,0,0,1.4179299273727557,4
1240,18,0,2,2,10.868117043965281,16,0,1,1,0,1,0,1.5970165723817666,4
1241,16,0,0,3,6.095218255946515,2,1,2,0,1,0,0,3.0886998681859597,1
1242,17,1,0,2,3.636169313338995,13,0,0,1,1,0,0,1.6413414427787147,4
1243,18,1,2,1,1.7182077640564097,2,0,2,0,1,0,0,2.5868706562634283,2
1244,15,1,1,0,14.282382818498318,12,1,2,0,0,0,0,2.389032645212185,3
1245,17,0,3,2,3.9246856337571123,14,0,2,1,0,0,0,1.8981464002812252,4
1246,16,1,2,1,13.801507083775954,17,0,4,0,1,0,0,2.1104879749817496,3
1247,15,1,3,1,7.8075289209390775,13,0,2,0,0,0,0,1.7002735894049135,4
1248,15,1,2,2,8.315496019793029,20,0,2,1,0,0,0,1.0444999950877136,4
1249,15,0,0,2,9.383549921855433,25,0,2,0,1,0,0,1.1941661337644758,4
1250,17,1,0,2,7.354170162550863,2,0,1,0,0,1,0,2.6491368281965504,2
1251,16,0,2,1,2.0123995444518017,18,0,3,0,1,0,0,1.2341413889277302,4
1252,15,0,1,1,6.192636200056915,7,0,2,1,0,0,0,2.127408865912826,3
1253,18,0,0,2,13.274687213878769,3,1,1,1,0,0,0,2.913887649138132,2
1254,15,0,0,4,13.31568802937742,3,0,3,0,0,0,1,3.119393913150377,1
1255,15,1,3,2,5.724486144799887,18,1,0,0,0,0,0,1.0363787383257312,4
1256,17,0,1,3,9.202052531,10,0,4,1,0,0,1,2.403284547023526,3
1257,17,0,0,2,3.8689445602387496,0,1,3,0,0,0,0,3.1565080639094454,1
1258,16,1,0,2,4.2074416305967155,7,1,2,0,1,1,0,2.723471858740064,2
1259,18,1,0,1,0.46094176813214816,14,0,1,1,1,0,0,1.5309511463109082,4
1260,17,0,0,2,17.934930998154893,0,0,1,0,0,0,0,3.4685813491357274,1
1261,15,1,0,2,4.214133301498125,6,0,1,1,0,0,0,2.3020320443414053,3
1262,16,0,0,2,4.550677538729266,20,1,1,1,0,0,0,1.2656779091994341,4
1263,15,0,2,2,5.592028652902636,19,0,2,1,1,0,1,1.479602227739032,4
1264,15,0,0,2,2.548161434,19,0,4,0,0,1,1,1.4450767191993792,4
1265,17,0,2,1,12.785257663627256,23,0,2,0,0,0,0,0.8094338103684621,4
1266,16,1,2,2,1.5028590635517314,10,1,3,0,0,0,0,2.1502332699887816,3
1267,18,0,0,1,2.6840485265270053,26,0,3,0,0,0,0,0.5591437155118445,4
1268,18,1,1,3,12.895134531801858,28,0,3,0,0,0,0,0.5807884851770568,4
1269,17,1,0,1,6.793212409628855,13,0,0,0,1,1,1,1.6020891959846741,4
1270,17,1,2,0,14.158956534023782,21,1,2,0,1,0,0,1.0027983635819373,4
1271,16,1,0,2,11.148494893402841,15,0,3,0,0,0,0,1.6630634531990602,4
1272,18,0,1,2,5.120423461230262,13,0,3,0,0,0,1,1.5315464597195698,4
1273,18,1,1,2,13.016559009786562,11,0,4,0,0,0,0,2.205842147030335,3
1274,18,0,0,1,2.325473605857613,16,0,3,0,0,0,1,1.155338560965664,4
1275,15,1,0,2,10.728207661600608,13,1,1,0,0,0,0,2.153758339869399,3
1276,18,1,1,1,8.742962100900693,9,0,2,1,0,0,1,2.592786686317039,2
1277,15,0,2,3,5.357471656348816,23,0,0,1,1,0,0,0.9123305070955543,4
1278,16,0,0,3,12.080099954790002,28,1,3,0,0,0,0,0.6956309334599464,4
1279,15,0,1,2,17.42667184680565,13,1,2,0,0,0,0,2.1396198913689854,3
1280,16,1,0,1,19.978093995261535,17,0,3,0,0,0,0,1.5504493308923313,4
1281,18,1,2,2,12.15525537486849,21,0,4,0,0,0,1,1.5475367003506038,4
1282,18,0,0,0,8.094117486583404,8,1,3,0,0,1,0,2.966548034294946,2
1283,16,0,2,2,4.5041420043240326,16,0,2,1,0,0,1,1.6336793710032238,4
1284,17,0,0,1,5.141921787902235,5,1,1,0,0,0,0,2.3325403195354064,3
1285,16,0,0,3,9.589099562995314,7,1,3,1,1,1,0,3.270262309404739,1
1286,17,1,0,0,7.3455540256141845,25,0,1,0,0,0,0,0.3464705925902769,4
1287,15,0,0,2,18.276290452498884,12,1,1,0,0,0,0,1.8949043363401072,4
1288,15,0,1,2,7.365909353114191,17,0,1,0,0,0,0,1.4567426010872695,4
1289,15,0,0,2,7.468891822908709,4,0,2,1,0,0,0,2.5537231512721896,2
1290,18,0,2,0,7.670690249,5,0,1,0,0,0,0,2.224197461212005,3
1291,15,1,0,4,16.732404207353163,20,1,4,0,1,1,0,1.8476004181084256,4
1292,17,0,0,2,13.015766416938037,18,0,4,1,0,0,0,1.849760707133483,4
1293,15,1,0,2,12.283377006377854,3,0,4,0,0,1,0,3.268794215560215,1
1294,16,0,0,1,6.6828604476772435,6,1,0,0,0,0,1,2.546516637246023,2
1295,16,0,0,2,16.35808353664879,3,0,4,0,0,0,0,3.1012292205041274,1
1296,18,1,0,2,0.7672772271140227,24,0,4,0,0,1,0,0.6559540779626771,4
1297,16,0,0,0,17.415943446762263,10,1,4,0,1,0,0,3.088512305616677,1
